alphabet,sample_file,left_hand_0_x,left_hand_0_y,left_hand_0_confidence,left_hand_1_x,left_hand_1_y,left_hand_1_confidence,left_hand_2_x,left_hand_2_y,left_hand_2_confidence,left_hand_3_x,left_hand_3_y,left_hand_3_confidence,left_hand_4_x,left_hand_4_y,left_hand_4_confidence,left_hand_5_x,left_hand_5_y,left_hand_5_confidence,left_hand_6_x,left_hand_6_y,left_hand_6_confidence,left_hand_7_x,left_hand_7_y,left_hand_7_confidence,left_hand_8_x,left_hand_8_y,left_hand_8_confidence,left_hand_9_x,left_hand_9_y,left_hand_9_confidence,left_hand_10_x,left_hand_10_y,left_hand_10_confidence,left_hand_11_x,left_hand_11_y,left_hand_11_confidence,left_hand_12_x,left_hand_12_y,left_hand_12_confidence,left_hand_13_x,left_hand_13_y,left_hand_13_confidence,left_hand_14_x,left_hand_14_y,left_hand_14_confidence,left_hand_15_x,left_hand_15_y,left_hand_15_confidence,left_hand_16_x,left_hand_16_y,left_hand_16_confidence,left_hand_17_x,left_hand_17_y,left_hand_17_confidence,left_hand_18_x,left_hand_18_y,left_hand_18_confidence,left_hand_19_x,left_hand_19_y,left_hand_19_confidence,left_hand_20_x,left_hand_20_y,left_hand_20_confidence,right_hand_0_x,right_hand_0_y,right_hand_0_confidence,right_hand_1_x,right_hand_1_y,right_hand_1_confidence,right_hand_2_x,right_hand_2_y,right_hand_2_confidence,right_hand_3_x,right_hand_3_y,right_hand_3_confidence,right_hand_4_x,right_hand_4_y,right_hand_4_confidence,right_hand_5_x,right_hand_5_y,right_hand_5_confidence,right_hand_6_x,right_hand_6_y,right_hand_6_confidence,right_hand_7_x,right_hand_7_y,right_hand_7_confidence,right_hand_8_x,right_hand_8_y,right_hand_8_confidence,right_hand_9_x,right_hand_9_y,right_hand_9_confidence,right_hand_10_x,right_hand_10_y,right_hand_10_confidence,right_hand_11_x,right_hand_11_y,right_hand_11_confidence,right_hand_12_x,right_hand_12_y,right_hand_12_confidence,right_hand_13_x,right_hand_13_y,right_hand_13_confidence,right_hand_14_x,right_hand_14_y,right_hand_14_confidence,right_hand_15_x,right_hand_15_y,right_hand_15_confidence,right_hand_16_x,right_hand_16_y,right_hand_16_confidence,right_hand_17_x,right_hand_17_y,right_hand_17_confidence,right_hand_18_x,right_hand_18_y,right_hand_18_confidence,right_hand_19_x,right_hand_19_y,right_hand_19_confidence,right_hand_20_x,right_hand_20_y,right_hand_20_confidence
qaf,qaf_085.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.038,303.878,0.48974,607.118,261.639,0.420004,613.688,211.891,0.569732,618.381,166.837,0.725763,629.645,135.862,0.73433,536.72,217.523,0.548155,546.106,162.144,0.691513,560.186,129.291,0.853222,568.634,102.071,0.764211,529.211,220.339,0.706857,566.756,166.837,0.967154,583.652,189.364,0.393809,583.652,205.321,0.432695,530.15,224.094,0.71804,575.204,184.671,0.753259,588.345,203.444,0.729637,581.775,219.4,0.455112,540.475,226.91,0.666675,575.204,195.935,0.864782,585.529,215.646,0.859537,578.959,234.419,0.667366
qaf,qaf_093.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.951,302.385,0.529516,618.739,256.008,0.504863,621.699,199.763,0.65083,616.765,153.385,0.683502,626.633,118.849,0.774359,567.428,198.776,0.277829,563.481,153.385,0.628231,566.441,123.783,0.811574,565.454,96.1539,0.820997,548.679,213.577,0.442805,560.52,167.2,0.656131,585.189,187.922,0.454462,590.123,205.683,0.356875,535.852,222.458,0.470348,551.64,178.054,0.601234,575.322,200.75,0.5616,575.322,222.458,0.494806,523.024,233.312,0.750912,536.838,194.829,0.681593,560.52,213.577,0.729991,560.52,232.326,0.740053
qaf,qaf_031.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.021,320.951,0.454719,613.737,279.21,0.39838,619.429,225.137,0.573339,614.686,181.498,0.74512,616.583,145.449,0.766378,561.561,217.547,0.196932,556.818,176.755,0.588818,554.92,145.449,0.784166,562.51,117.938,0.759387,548.28,224.188,0.324194,561.561,184.344,0.759282,583.38,206.163,0.44794,588.123,225.137,0.40115,524.563,244.11,0.33432,557.766,197.625,0.625619,576.74,216.599,0.675157,576.74,237.469,0.524023,524.563,246.007,0.820514,547.331,209.958,0.642334,568.202,229.88,0.786374,563.458,252.648,0.779132
qaf,qaf_089.json,1171.26,721.01,0.0186669,1135.94,694.523,0.0200694,1111.66,606.231,0.0180051,1098.42,616.164,0.0162524,1077.45,586.366,0.00789268,1141.46,616.164,0.0246027,1096.21,641.548,0.0172858,1124.91,638.237,0.0111053,1089.59,695.626,0.00718193,1148.08,613.957,0.0233478,1087.38,658.103,0.0180508,1130.42,665.828,0.00934863,1194.43,692.315,0.00821131,1150.29,609.542,0.0259689,1143.67,663.621,0.0160812,1129.32,671.346,0.0109049,1192.23,693.419,0.00929474,1193.33,587.469,0.017177,1126.01,693.419,0.0104531,1191.12,650.377,0.009949,1195.54,660.31,0.00852512,593.604,309.422,0.452724,615.639,267.269,0.541019,618.513,214.578,0.63073,621.387,168.594,0.724468,630.967,133.147,0.771975,568.696,208.83,0.308585,563.906,161.887,0.650547,568.696,130.273,0.890439,569.654,103.449,0.808534,548.578,222.242,0.411641,562.948,176.258,0.599235,585.94,197.334,0.611531,588.814,215.536,0.393481,535.165,231.823,0.359005,555.284,188.712,0.574992,576.36,213.62,0.659943,573.486,231.823,0.528713,521.753,241.403,0.726548,540.913,205.956,0.679141,561.032,223.2,0.688393,557.2,244.277,0.768594
qaf,qaf_066.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.605,302.202,0.526712,619.255,256.115,0.505777,622.197,199.242,0.609851,616.313,154.135,0.75015,624.158,119.815,0.777471,568.265,198.261,0.27256,561.401,154.135,0.572182,563.362,126.679,0.865487,564.343,98.242,0.805933,548.653,211.009,0.436446,560.42,166.883,0.70909,584.935,185.514,0.514005,587.876,206.106,0.418865,536.886,222.776,0.434493,552.576,176.688,0.70179,575.129,200.222,0.602325,573.168,220.814,0.494062,522.178,234.542,0.73643,536.886,193.358,0.750269,560.42,213.95,0.765579,558.459,232.581,0.72958
qaf,qaf_070.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.439,299.268,0.49707,616.765,253.289,0.469579,623.47,196.774,0.567373,617.723,152.711,0.715932,629.218,119.185,0.758931,569.829,196.774,0.254945,563.123,153.669,0.510261,565.997,124.933,0.805338,565.039,100.027,0.754206,551.629,212.1,0.434954,562.165,166.122,0.619113,585.155,187.195,0.47725,590.902,207.311,0.386233,538.218,223.595,0.393051,554.502,178.574,0.69772,576.534,202.521,0.57319,576.534,223.595,0.548397,523.85,235.09,0.72648,538.218,192.943,0.755291,561.208,214.016,0.767814,560.25,232.216,0.77304
qaf,qaf_027.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.314,316.987,0.475618,612.674,276.331,0.528193,620.418,225.994,0.665781,617.514,182.434,0.791461,616.546,146.617,0.773664,558.466,220.186,0.212483,555.562,179.53,0.629692,556.53,149.521,0.844349,563.306,120.481,0.828386,546.85,225.994,0.27137,561.37,188.242,0.776832,582.666,205.666,0.529763,587.506,227.93,0.501374,527.489,243.418,0.404553,557.498,198.89,0.707978,578.794,221.154,0.737544,573.954,240.514,0.609302,526.521,247.29,0.798453,549.754,213.41,0.713259,569.114,232.77,0.836231,565.242,252.13,0.753177
jeem,jeem_043.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.984,385.211,0.503153,464.394,362.578,0.521406,481.803,323.407,0.617065,456.56,301.645,0.319839,434.798,302.516,0.127356,456.56,296.422,0.33816,453.948,279.013,0.796948,452.207,295.552,0.57129,453.078,311.22,0.427979,436.539,299.904,0.347297,429.575,279.883,0.84814,429.575,304.257,0.580754,433.927,326.889,0.355919,415.647,302.516,0.392285,405.202,283.365,0.759775,413.906,307.738,0.526209,420.0,325.148,0.416179,399.108,315.573,0.513628,379.958,292.94,0.601681,366.901,275.531,0.620305,352.103,260.733,0.613297
jeem,jeem_014.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.299,279.847,0.614738,590.866,264.41,0.652145,621.74,233.535,0.808786,619.535,202.66,0.857272,599.687,186.12,0.771913,611.817,191.634,0.582548,612.919,176.197,0.765376,605.201,188.326,0.542081,602.995,201.558,0.337637,588.661,185.018,0.598133,588.661,175.094,0.938295,580.942,205.968,0.746043,580.942,232.432,0.678724,567.71,183.915,0.705357,563.299,176.197,0.649722,563.299,210.379,0.637267,564.402,232.432,0.603924,545.657,185.018,0.81495,533.527,156.349,0.703077,521.398,133.193,0.738823,511.474,114.447,0.793687
jeem,jeem_002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.641,264.614,0.650586,581.151,254.075,0.620594,608.552,229.835,0.886855,608.552,199.272,0.89792,589.582,182.41,0.782723,602.229,183.463,0.587357,602.229,173.978,0.741833,593.797,182.41,0.597391,592.744,196.11,0.340957,582.205,176.086,0.63379,580.097,167.655,0.85017,572.719,198.218,0.662259,571.665,220.35,0.540318,559.019,175.032,0.81432,556.911,171.87,0.564438,555.857,201.38,0.517835,556.911,220.35,0.558172,538.994,181.356,0.802984,528.455,147.631,0.692962,520.024,124.445,0.726121,513.701,103.366,0.747416
jeem,jeem_038.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.549,388.745,0.497176,461.381,364.781,0.569398,480.387,325.943,0.722828,459.728,301.978,0.60516,434.111,303.631,0.354295,454.77,312.721,0.189504,457.249,282.972,0.684471,449.812,297.846,0.474748,453.117,311.068,0.26646,441.549,310.242,0.218835,434.111,284.625,0.810222,432.459,308.589,0.598363,439.896,334.206,0.43948,421.716,316.026,0.345158,411.8,291.236,0.701722,417.584,312.721,0.437775,423.369,327.595,0.452077,401.057,320.984,0.496524,382.051,297.846,0.523931,372.961,282.146,0.563539,359.739,266.445,0.539531
jeem,jeem_018.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.731,281.21,0.625992,586.292,264.673,0.646381,618.263,231.6,0.810367,616.058,201.834,0.849559,594.009,186.4,0.744376,608.341,191.913,0.55098,608.341,176.478,0.745804,601.726,187.503,0.60139,598.419,200.732,0.441126,585.19,185.298,0.539124,582.985,175.376,0.898116,576.37,204.039,0.707885,577.473,229.395,0.587167,565.346,184.195,0.667714,558.731,176.478,0.650829,558.731,210.654,0.65163,564.243,234.907,0.636268,543.297,188.605,0.746982,530.068,157.737,0.701717,517.941,135.688,0.693958,506.917,115.845,0.732725
jeem,jeem_022.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.715,280.197,0.63198,593.186,267.543,0.63225,622.711,235.909,0.924435,621.656,203.221,0.879816,598.458,189.513,0.746991,613.221,191.621,0.565901,614.275,178.968,0.761399,606.894,191.621,0.581833,604.785,204.275,0.375703,591.077,185.295,0.575918,588.968,176.859,0.835333,581.587,207.439,0.731655,581.587,230.637,0.598253,571.042,185.295,0.736436,564.715,178.968,0.614937,564.715,211.656,0.600478,568.933,232.746,0.577591,547.843,190.567,0.783158,535.19,159.987,0.659411,523.591,135.735,0.710543,514.1,117.809,0.763448
jeem,jeem_034.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.11,384.518,0.460477,467.233,358.442,0.547416,482.01,321.065,0.693494,459.41,298.465,0.586162,432.464,301.942,0.340811,459.41,287.166,0.31785,454.195,274.127,0.727557,451.587,293.25,0.427676,452.456,307.158,0.286498,439.418,296.727,0.307827,431.595,275.866,0.7794,430.726,301.942,0.443993,432.464,321.934,0.3216,420.295,306.288,0.355852,406.388,281.081,0.677208,416.818,306.288,0.387144,422.903,323.673,0.219861,402.911,314.111,0.422112,378.573,288.904,0.557411,368.142,274.127,0.616396,353.365,259.351,0.563066
jeem,jeem_035.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.195,378.297,0.519822,463.828,354.663,0.569042,492.007,318.303,0.714944,473.827,293.76,0.408604,449.285,292.852,0.217333,472.009,287.398,0.430493,470.191,270.127,0.732698,467.464,286.489,0.437196,465.646,301.941,0.315203,447.467,281.944,0.423268,447.467,266.491,0.826111,446.558,293.76,0.565089,448.376,322.848,0.615019,425.651,279.217,0.481762,421.106,269.218,0.718029,427.469,297.396,0.598276,432.014,316.485,0.695833,407.471,291.034,0.448251,395.654,266.491,0.580084,389.291,244.675,0.577229,382.019,227.404,0.48155
jeem,jeem_023.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.684,277.859,0.635168,589.267,263.515,0.658285,615.747,232.622,0.912587,615.747,202.833,0.793484,595.887,188.489,0.816705,609.127,189.593,0.555796,608.024,177.456,0.731827,601.404,188.489,0.558521,598.094,200.626,0.378441,587.06,186.283,0.531165,585.957,173.043,0.861841,578.234,205.039,0.656026,579.337,231.519,0.619989,567.201,185.179,0.651907,561.684,177.456,0.721748,561.684,209.453,0.646529,563.891,232.622,0.630753,545.134,187.386,0.742484,530.791,156.493,0.674605,518.654,136.633,0.712195,509.828,116.773,0.73514
jeem,jeem_019.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.589,275.342,0.687755,592.509,262.456,0.665003,623.65,232.389,0.918422,622.576,199.099,0.837034,600.026,184.066,0.66792,613.986,189.435,0.535279,615.059,174.401,0.785785,607.543,186.213,0.592225,605.395,199.099,0.346336,590.361,185.139,0.563133,589.287,172.253,0.95666,582.844,202.321,0.751256,581.77,225.945,0.608103,569.958,180.844,0.670527,564.589,173.327,0.639209,565.663,205.542,0.632439,566.737,223.798,0.596181,548.481,182.992,0.789549,534.521,153.998,0.706127,522.709,130.374,0.751529,515.192,112.118,0.818889
jeem,jeem_039.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.974,386.058,0.529634,466.099,363.456,0.536702,481.747,323.467,0.712438,457.406,300.865,0.605055,433.065,305.212,0.254002,457.406,294.78,0.265493,453.929,279.133,0.777011,451.321,296.519,0.502218,453.06,309.558,0.349507,439.151,304.343,0.304148,431.327,280.002,0.812691,429.588,303.473,0.520308,433.935,324.337,0.314445,419.156,311.297,0.461812,406.986,286.087,0.66931,418.287,307.82,0.246511,420.026,321.729,0.214793,401.77,319.99,0.603254,380.037,293.042,0.61384,367.867,276.525,0.650125,353.958,260.877,0.696089
jeem,jeem_003.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.657,278.626,0.64155,587.123,266.495,0.671901,613.589,233.413,0.913793,613.589,203.638,0.797853,589.328,188.2,0.73622,606.973,190.405,0.572759,603.664,179.378,0.771384,597.048,189.303,0.61075,593.739,201.433,0.366383,583.815,188.2,0.544175,579.404,173.864,0.860568,571.684,202.536,0.671696,576.095,224.591,0.604073,562.862,185.994,0.671182,556.246,178.275,0.676629,559.554,209.152,0.617967,562.862,230.105,0.613727,541.91,188.2,0.777723,526.471,157.323,0.708595,515.444,136.37,0.709918,503.314,116.521,0.744323
jeem,jeem_015.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.449,285.344,0.598725,591.798,268.934,0.66764,624.617,236.116,0.863558,620.241,206.579,0.843144,600.55,190.17,0.787712,612.583,193.452,0.533315,613.677,180.325,0.810727,607.113,191.264,0.613365,606.019,205.485,0.405601,590.704,187.982,0.562442,588.516,179.231,0.8528,583.047,207.673,0.755914,583.047,235.022,0.614064,569.919,186.888,0.664044,564.449,180.325,0.662143,564.449,214.237,0.676157,571.013,237.21,0.620232,546.946,190.17,0.809543,533.819,159.54,0.655473,521.785,137.661,0.656973,513.034,119.064,0.68967
jeem,jeem_042.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.405,386.383,0.533453,468.354,363.612,0.562971,483.838,323.536,0.708701,458.335,301.676,0.524894,433.743,304.408,0.249756,456.514,293.478,0.32597,454.692,277.994,0.7672,451.049,295.3,0.458509,453.781,308.962,0.349944,437.386,303.497,0.348819,431.01,278.905,0.803019,429.189,303.497,0.486234,433.743,319.892,0.321229,418.259,310.784,0.46362,406.418,284.37,0.672946,417.348,308.962,0.293747,420.08,323.536,0.256771,402.775,321.714,0.643527,381.825,293.478,0.60676,368.163,276.173,0.687657,352.679,260.688,0.707075
jeem,jeem_049.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.312,393.757,0.508199,440.441,367.341,0.51911,454.104,328.173,0.652409,430.421,307.222,0.595638,405.827,311.776,0.282613,432.243,311.776,0.260152,427.688,284.449,0.785204,421.312,299.935,0.564585,424.045,313.598,0.349066,414.025,319.064,0.319106,404.916,286.271,0.780682,402.183,309.955,0.566964,405.827,324.529,0.301627,395.807,322.707,0.444032,382.143,292.647,0.690116,391.252,318.153,0.289817,392.163,333.638,0.267509,377.589,329.083,0.672145,355.727,302.667,0.613363,342.063,285.36,0.644172,326.578,270.786,0.66723
jeem,jeem_008.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.869,266.182,0.658766,580.067,255.336,0.643838,610.434,229.307,0.922683,610.434,196.771,0.87764,590.913,180.503,0.747948,602.843,183.756,0.556549,602.843,170.742,0.750476,597.42,183.756,0.589078,594.166,195.686,0.370194,582.236,177.249,0.630618,581.152,169.657,0.848485,574.644,202.194,0.760387,574.644,222.8,0.6415,559.461,176.165,0.74625,557.292,169.657,0.606562,558.376,204.363,0.614067,560.545,223.885,0.597646,539.939,178.334,0.820888,530.178,145.797,0.724169,521.502,124.107,0.760226,513.91,102.416,0.800914
